"Fecha.de.la.actividad","Tipo.de.actividad","Tiempo.transcurrido","Distancia","Ritmo.cardiaco.máximo","Esfuerzo.Relativo","Equipamiento.de.la.actividad","Tiempo.en.movimiento","Velocidad.máxima","Velocidad.promedio","Desnivel.positivo","Pendiente.máxima","Pendiente.promedio","Cadencia.máx.","Cadencia.promedio","Ritmo.cardiaco.promedio","Vatios.máx.","Vatios.promedio","Calorías"
2020-04-16,"Bicicleta virtual",3977,0,170,31,"Giant TCR Composite 2",3977,0,0,NA,0,0,NA,NA,131,NA,NA,561
2020-04-17,"Bicicleta virtual",1801,0,157,12,"Giant TCR Composite 2",1801,0,0,NA,0,0,NA,NA,132,NA,NA,281
2020-04-17,"Entrenamiento con pesas",3273,0,122,4,"",3273,0,0,NA,0,0,NA,NA,76,NA,NA,107
2020-04-18,"Bicicleta virtual",1801,0,155,12,"Giant TCR Composite 2",1801,0,0,NA,0,0,NA,NA,132,NA,NA,280
2020-04-18,"Entrenamiento con pesas",3018,0,99,3,"",3018,0,0,NA,0,0,NA,NA,71,NA,NA,74
2020-04-19,"Bicicleta virtual",1801,0,158,15,"Giant TCR Composite 2",1801,0,0,NA,0,0,NA,NA,137,NA,NA,302
2020-04-19,"Bicicleta virtual",3602,0,161,30,"Giant TCR Composite 2",3602,0,0,NA,0,0,NA,NA,133,NA,NA,529
2020-04-20,"Bicicleta virtual",1801,0,155,12,"Giant TCR Composite 2",1801,0,0,NA,0,0,NA,NA,133,NA,NA,286
2020-04-20,"Entrenamiento con pesas",3196,0,113,4,"",3196,0,0,NA,0,0,NA,NA,79,NA,NA,117
2020-04-21,"Bicicleta virtual",1802,0,155,13,"Giant TCR Composite 2",1802,0,0,NA,0,0,NA,NA,133,NA,NA,284
2020-04-21,"Bicicleta virtual",3777,0,159,23,"Giant TCR Composite 2",3777,0,0,NA,0,0,NA,NA,127,NA,NA,497
2020-04-22,"Bicicleta virtual",1801,0,151,12,"Giant TCR Composite 2",1801,0,0,NA,0,0,NA,NA,133,NA,NA,283
2020-04-22,"Entrenamiento con pesas",3091,0,115,3,"",3091,0,0,NA,0,0,NA,NA,74,NA,NA,92
2020-04-23,"Bicicleta virtual",1800,0,158,12,"Giant TCR Composite 2",1800,0,0,NA,0,0,NA,NA,133,NA,NA,288
2020-04-23,"Bicicleta virtual",3689,0,173,22,"Giant TCR Composite 2",3689,0,0,NA,0,0,NA,NA,125,NA,NA,465
2020-04-24,"Bicicleta virtual",1800,0,155,14,"Giant TCR Composite 2",1800,0,0,NA,0,0,NA,NA,134,NA,NA,290
2020-04-24,"Entrenamiento con pesas",3088,0,102,4,"",3088,0,0,NA,0,0,NA,NA,79,NA,NA,109
2020-04-25,"Bicicleta virtual",1801,0,153,10,"Giant TCR Composite 2",1801,0,0,NA,0,0,NA,NA,131,NA,NA,277
2020-04-25,"Entrenamiento con pesas",3304,0,104,4,"",3304,0,0,NA,0,0,NA,NA,76,NA,NA,104
2020-04-26,"Bicicleta virtual",1800,0,151,31,"Giant TCR Composite 2",1800,0,0,NA,0,0,NA,NA,134,NA,NA,290
2020-04-26,"Bicicleta virtual",3392,0,166,24,"Giant TCR Composite 2",3392,0,0,NA,0,0,NA,NA,131,NA,NA,460
2020-04-27,"Bicicleta virtual",1801,0,150,10,"Giant TCR Composite 2",1801,0,0,NA,0,0,NA,NA,128,NA,NA,263
2020-04-27,"Entrenamiento con pesas",3142,0,116,4,"",3142,0,0,NA,0,0,NA,NA,83,NA,NA,130
2020-04-28,"Bicicleta virtual",1801,0,152,11,"Giant TCR Composite 2",1801,0,0,NA,0,0,NA,NA,130,NA,NA,270
2020-04-28,"Bicicleta virtual",3601,0,159,19,"Giant TCR Composite 2",3601,0,0,NA,0,0,NA,NA,124,NA,NA,440
2020-04-29,"Bicicleta virtual",1801,0,150,11,"Giant TCR Composite 2",1801,0,0,NA,0,0,NA,NA,132,NA,NA,275
2020-04-29,"Entrenamiento con pesas",3126,0,97,3,"",3126,0,0,NA,0,0,NA,NA,70,NA,NA,69
2020-04-30,"Bicicleta virtual",1803,0,152,11,"Giant TCR Composite 2",1803,0,0,NA,0,0,NA,NA,130,NA,NA,270
2020-04-30,"Bicicleta virtual",3607,0,157,24,"Giant TCR Composite 2",3607,0,0,NA,0,0,NA,NA,129,NA,NA,493
2020-05-01,"Bicicleta virtual",1800,0,152,12,"Giant TCR Composite 2",1800,0,0,NA,0,0,NA,NA,133,NA,NA,280
2020-05-01,"Entrenamiento con pesas",3277,0,91,3,"",3277,0,0,NA,0,0,NA,NA,67,NA,NA,64
2020-05-02,"Bicicleta virtual",1800,0,152,12,"Giant TCR Composite 2",1800,0,0,NA,0,0,NA,NA,132,NA,NA,279
2020-05-02,"Entrenamiento con pesas",2939,0,105,3,"",2939,0,0,NA,0,0,NA,NA,75,NA,NA,87
2020-05-03,"Bicicleta",6400,58.5,181,87,"Giant TCR Composite 2",6400,44.2800006866455,32.9507995605469,229,40,-0.272787392139435,NA,NA,147,NA,171.052261352539,1029
2020-05-04,"Bicicleta",6309,55.96,172,54,"Giant TCR Composite 2",6293,46.0800006866455,32.0075992584229,174,17.3999996185303,-0.0335937440395355,NA,NA,140,NA,159.226119995117,923
2020-05-04,"Entrenamiento con pesas",3279,0,96,3,"",3279,0,0,NA,0,0,NA,NA,70,NA,NA,78
2020-05-04,"Caminata",2855,2.48,136,5,"",2717,6.47999982833862,3.13559997081757,15,40,-0.804796576499939,80,47.6161918640137,90,NA,NA,191
2020-05-05,"Bicicleta virtual",1801,0,152,8,"Giant TCR Composite 2",1801,0,0,NA,0,0,NA,NA,128,NA,NA,259
2020-05-05,"Bicicleta virtual",3841,0,159,21,"Giant TCR Composite 2",3841,0,0,NA,0,0,NA,NA,126,NA,NA,485
2020-05-05,"Caminata",2901,2.46,127,3,"",2649,5.76000008583069,3.06000008583069,15,40,-0.454232066869736,80,46.6330413818359,73,NA,NA,149
2020-05-06,"Bicicleta virtual",1802,0,145,7,"Giant TCR Composite 2",1802,0,0,NA,0,0,NA,NA,125,NA,NA,245
2020-05-06,"Entrenamiento con pesas",2956,0,102,3,"",2956,0,0,NA,0,0,NA,NA,71,NA,NA,79
2020-05-06,"Caminata",3967,2.96,124,4,"",2917,6.83999991416931,2.69280009269714,17,40,0.404326289892197,103,47.8408889770508,77,NA,NA,191
2020-05-07,"Bicicleta virtual",1801,0,147,9,"Giant TCR Composite 2",1801,0,0,NA,0,0,NA,NA,129,NA,NA,261
2020-05-07,"Entrenamiento con pesas",2539,0,95,2,"",2539,0,0,NA,0,0,NA,NA,70,NA,NA,60
2020-05-07,"Caminata",3040,3.12,134,5,"",2979,6.12000017166138,3.69719982147217,32,15.3000001907349,-0.493084013462067,79,48.8349800109863,87,NA,NA,205
2020-05-08,"Entrenamiento con pesas",2438,0,98,3,"",2438,0,0,NA,0,0,NA,NA,75,NA,NA,64
2020-05-08,"Caminata",2259,2.35,137,5,"",2259,5.76000008583069,3.7512001991272,13,8.19999980926514,-0.237751543521881,79,47.5146675109863,106,NA,NA,174
2020-05-09,"Bicicleta",6219,58.52,180,118,"Giant TCR Composite 2",6219,47.8800006866455,33.9083988189697,195,13.3999996185303,-0.00717653054744,NA,NA,153,NA,186.59587097168,1091
2020-05-09,"Caminata",2420,2.46,116,5,"",2328,5.76000008583069,3.66119985580444,17,31.3999996185303,0.0813041180372238,58,47.7057037353516,101,NA,NA,154
2020-05-10,"Bicicleta",6126,55.68,177,77,"Giant TCR Composite 2",6126,47.160001373291,32.7563999176025,207,24.7999992370605,0.0122121833264827,NA,NA,146,NA,169.524261474609,962
2020-05-10,"Caminata",2396,2.45,129,5,"",2347,6.47999982833862,3.69360008239746,17,16.3999996185303,-0.203376039862633,78,48.1685943603516,102,NA,NA,160
2020-05-11,"Bicicleta virtual",1802,0,149,8,"Giant TCR Composite 2",1802,0,0,NA,0,0,NA,NA,127,NA,NA,249
2020-05-11,"Entrenamiento con pesas",2143,0,105,3,"",2143,0,0,NA,0,0,NA,NA,79,NA,NA,75
2020-05-12,"Bicicleta virtual",1799,0,152,12,"Giant TCR Composite 2",1799,0,0,NA,0,0,NA,NA,130,NA,NA,262
2020-05-12,"Bicicleta virtual",3001,0,168,20,"Giant TCR Composite 2",3001,0,0,NA,0,0,NA,NA,131,NA,NA,395
2020-05-13,"Bicicleta virtual",1802,0,149,9,"Giant TCR Composite 2",1802,0,0,NA,0,0,NA,NA,129,NA,NA,256
2020-05-13,"Entrenamiento con pesas",2982,0,94,2,"",2982,0,0,NA,0,0,NA,NA,66,NA,NA,58
2020-05-13,"Caminata",2899,2.86,111,5,"",2736,5.76000008583069,3.5567999124527,19,40,-0.503021597862244,79,48.3231658935547,90,NA,NA,177
2020-05-14,"Bicicleta virtual",1800,0,149,10,"Giant TCR Composite 2",1800,0,0,NA,0,0,NA,NA,131,NA,NA,264
2020-05-14,"Entrenamiento con pesas",3045,0,103,3,"",3045,0,0,NA,0,0,NA,NA,74,NA,NA,85
2020-05-14,"Caminata",2640,2.51,117,3,"",2379,6.47999982833862,3.42720007896423,17,25,-0.501452624797821,80,47.6504516601562,83,NA,NA,156
2020-05-15,"Bicicleta virtual",1801,0,160,13,"Giant TCR Composite 2",1801,0,0,NA,0,0,NA,NA,132,NA,NA,269
2020-05-15,"Entrenamiento con pesas",2481,0,92,3,"",2481,0,0,NA,0,0,NA,NA,73,NA,NA,59
2020-05-16,"Bicicleta",6395,58.48,172,101,"Giant TCR Composite 2",6395,58.679997253418,32.9544010162354,197,15,0.0017098283860832,NA,NA,150,NA,183.657485961914,1028
2020-05-16,"Caminata",2235,2.43,118,2,"",2113,7.2,3.92400012016296,17,40,0.279478847980499,77,49.8043937683105,70,NA,NA,96
2020-05-17,"Bicicleta",6133,56.07,182,72,"Giant TCR Composite 2",6133,50.760001373291,32.9507995605469,218,19,0.0057066837325692,NA,NA,144,NA,178.7763671875,934
2020-05-18,"Bicicleta virtual",1800,0,139,6,"Giant TCR Composite 2",1800,0,0,NA,0,0,NA,NA,120,NA,NA,216
2020-05-18,"Entrenamiento con pesas",1005,0,96,1,"",1005,0,0,NA,0,0,NA,NA,72,NA,NA,21
2020-05-18,"Caminata",1241,0.98,133,2,"",950,6.47999982833862,2.86200006008148,6,22.2000007629395,-0.588294982910156,57,48.3459854125977,93,NA,NA,76
2020-05-19,"Bicicleta virtual",1801,0,139,6,"Giant TCR Composite 2",1801,0,0,NA,0,0,NA,NA,124,NA,NA,234
2020-05-19,"Bicicleta virtual",3001,0,155,18,"Giant TCR Composite 2",3001,0,0,NA,0,0,NA,NA,127,NA,NA,380
2020-05-20,"Bicicleta virtual",1800,0,144,8,"Giant TCR Composite 2",1800,0,0,NA,0,0,NA,NA,128,NA,NA,246
2020-05-20,"Entrenamiento con pesas",2465,0,97,2,"",2465,0,0,NA,0,0,NA,NA,72,NA,NA,60
2020-05-20,"Caminata",2156,2.46,120,3,"",2156,7.55999965667725,4.11840019226074,11,13.3000001907349,-1.07893240451813,79,49.3061904907227,85,NA,NA,138
2020-05-21,"Bicicleta virtual",1800,0,142,6,"Giant TCR Composite 2",1800,0,0,NA,0,0,NA,NA,124,NA,NA,229
2020-05-21,"Entrenamiento con pesas",2840,0,108,3,"",2840,0,0,NA,0,0,NA,NA,74,NA,NA,82
2020-05-21,"Caminata",2588,2.67,125,5,"",2474,6.47999982833862,3.88855290412903,15,40,0.276915013790131,80,48.3369979858398,95,NA,NA,155
2020-05-22,"Bicicleta virtual",1201,0,140,3,"Giant TCR Composite 2",1201,0,0,0,0,0,NA,NA,118,NA,NA,143
2020-05-22,"Entrenamiento con pesas",2409,0,94,2,"",2409,0,0,0,0,0,NA,NA,67,NA,NA,44
2020-05-22,"Caminata",2135,2.53,142,4,"",2060,48.960001373291,4.4332426071167,14,38,-0.0709555372595787,83,49.0846557617188,98,NA,NA,146
2020-05-23,"Bicicleta",6622,59.92,165,73,"Giant TCR Composite 2",6622,50.039998626709,32.574507522583,220,9,-0.0093459505587816,NA,NA,144,NA,169.545196533203,962
2020-05-23,"Caminata",2375,2.46,113,4,"",2302,7.92000017166138,3.85225038528442,15,21.1000003814697,0.138026222586632,74,47.998348236084,88,NA,NA,145
2020-05-24,"Bicicleta",4998,47.24,176,78,"Giant TCR Composite 2",4998,53.639998626709,34.0284278869629,159,12.6000003814697,-0.0038101044483482,NA,NA,149,NA,193.161865234375,876
2020-05-24,"Caminata",2196,2.42,129,4,"",2196,6.47999982833862,3.98147535324097,15,6.80000019073486,0.15646231174469,66,48.6704902648926,94,NA,NA,141
2020-05-25,"Bicicleta virtual",1801,0,137,5,"Giant TCR Composite 2",1801,0,0,0,0,0,NA,NA,118,NA,NA,206
2020-05-25,"Entrenamiento con pesas",2405,0,91,2,"",2405,0,0,0,0,0,NA,NA,62,NA,NA,41
2020-05-25,"Caminata",2702,2.47,131,5,"",2585,6.12000017166138,3.44499814510345,15,40,-0.0242551639676094,79,46.728084564209,99,NA,NA,165
2020-05-26,"Bicicleta virtual",2442,0,135,6,"Giant TCR Composite 2",2442,0,0,0,0,0,NA,NA,107,NA,NA,207
2020-05-26,"Bicicleta virtual",3299,0,162,17,"Giant TCR Composite 2",3299,0,0,0,0,0,NA,NA,124,NA,NA,390
2020-05-27,"Bicicleta virtual",1801,0,136,6,"Giant TCR Composite 2",1801,0,0,0,0,0,NA,NA,121,NA,NA,215
2020-05-27,"Entrenamiento con pesas",2557,0,90,2,"",2557,0,0,0,0,0,NA,NA,68,NA,NA,53
2020-05-27,"Caminata",2776,2.48,133,5,"",2509,5.76000008583069,3.56097257137299,12,29.8999996185303,-0.0483520030975341,79,45.9301109313965,97,NA,NA,165
2020-05-28,"Bicicleta virtual",1802,0,149,6,"Giant TCR Composite 2",1802,0,0,0,0,0,NA,NA,121,NA,NA,217
2020-05-28,"Entrenamiento con pesas",2528,0,96,2,"",2528,0,0,0,0,0,NA,NA,69,NA,NA,50
2020-05-28,"Caminata",1526,1.35,141,4,"",1458,7.92000017166138,3.35012347698212,9,31.8999996185303,0.309551894664764,80,46.6707458496094,109,NA,NA,124
2020-05-29,"Entrenamiento con pesas",1213,0,91,1,"",1213,0,0,0,0,0,NA,NA,72,NA,NA,31
2020-05-29,"Caminata",2267,2.44,134,5,"",2228,6.47999982833862,3.95095138549805,13,40,-1.21053493022919,73,47.7544288635254,100,NA,NA,144
2020-05-30,"Bicicleta",6937,62.38,173,61,"Giant TCR Composite 2",6937,46.8,32.3770111083984,228,11.8999996185303,-0.0125022642314434,NA,NA,140,NA,166.904327392578,936
2020-05-31,"Bicicleta",7120,64.44,164,61,"Giant TCR Composite 2",7120,51.1199993133545,32.5832862854004,295,40,0.0027931877411901,NA,NA,138,NA,169.510055541992,965
2020-06-01,"Bicicleta virtual",1801,0,135,5,"Giant TCR Composite 2",1801,0,0,0,0,0,NA,NA,117,NA,NA,200
2020-06-01,"Entrenamiento con pesas",3032,0,105,4,"",3032,0,0,0,0,0,NA,NA,79,NA,NA,100
2020-06-01,"Caminata",2730,2.4,124,3,"",2264,7.55999965667725,3.81927552223206,15,14,-0.158208087086677,77,48.5324592590332,81,NA,NA,154
2020-06-02,"Bicicleta virtual",1800,0,137,6,"Giant TCR Composite 2",1800,0,0,0,0,0,NA,NA,121,NA,NA,215
2020-06-02,"Bicicleta virtual",3001,0,155,16,"Giant TCR Composite 2",3001,0,0,0,0,0,NA,NA,127,NA,NA,370
2020-06-02,"Caminata",1513,1.31,131,3,"",1410,5.76000008583069,3.35591490268707,8,13.6000003814697,0.791235566139221,80,46.7642211914062,96,NA,NA,91
2020-06-03,"Bicicleta virtual",1801,0,143,6,"Giant TCR Composite 2",1801,0,0,0,0,0,NA,NA,124,NA,NA,230
2020-06-03,"Entrenamiento con pesas",3135,0,88,2,"",3135,0,0,0,0,0,NA,NA,60,NA,NA,48
2020-06-03,"Caminata",1980,1.84,123,3,"",1836,5.76000008583069,3.61666660308838,11,30.3999996185303,-0.932502031326294,79,47.1524505615234,88,NA,NA,116
2020-06-04,"Bicicleta virtual",1802,0,149,7,"Giant TCR Composite 2",1802,0,0,0,0,0,NA,NA,126,NA,NA,240
2020-06-04,"Entrenamiento con pesas",2858,0,105,3,"",2858,0,0,0,0,0,NA,NA,73,NA,NA,74
2020-06-04,"Caminata",2890,2.6,126,4,"",2256,14.7599996566772,4.1597873210907,15,12.8000001907349,-0.667485058307648,54,47.9897766113281,96,NA,NA,171
2020-06-05,"Entrenamiento con pesas",2719,0,96,2,"",2719,0,0,0,0,0,NA,NA,67,NA,NA,57
2020-06-05,"Caminata",2406,2.49,127,5,"",2265,7.55999965667725,3.97160267829895,13,10,0.184088364243507,79,47.350471496582,100,NA,NA,148
2020-06-06,"Bicicleta",6563,59.89,178,83,"Giant TCR Composite 2",6563,48.960001373291,32.855884552002,168,18.2000007629395,-0.0203679241240024,NA,NA,145,NA,169.523162841797,1006
2020-06-06,"Caminata",2133,2.43,130,5,"",2133,7.92000017166138,4.11594929695129,20,23.5,-0.270635992288589,76,49.7122840881348,101,NA,NA,154
2020-06-07,"Bicicleta",7276,64.77,166,50,"Giant TCR Composite 2",7276,46.439998626709,32.0475208282471,226,23.7000007629395,-0.0095720961689949,NA,NA,136,NA,160.507431030273,916
2020-06-08,"Bicicleta virtual",1800,0,142,6,"Giant TCR Composite 2",1800,0,0,0,0,0,NA,NA,125,NA,NA,232
2020-06-08,"Entrenamiento con pesas",2165,0,101,2,"",2165,0,0,0,0,0,NA,NA,75,NA,NA,60
2020-06-08,"Caminata",2875,2.74,132,6,"",2735,5.4,3.61803302764893,19,33.5,0.844035387039185,79,48.282527923584,100,NA,NA,183
2020-06-09,"Bicicleta virtual",1801,0,136,5,"Giant TCR Composite 2",1801,0,0,0,0,0,NA,NA,120,NA,NA,208
2020-06-10,"Bicicleta virtual",1801,0,139,6,"Giant TCR Composite 2",1801,0,0,0,0,0,NA,NA,123,NA,NA,221
2020-06-10,"Entrenamiento con pesas",2118,0,100,2,"",2118,0,0,0,0,0,NA,NA,66,NA,NA,41
2020-06-10,"Bicicleta virtual",2701,0,167,24,"Giant TCR Composite 2",2701,0,0,0,0,0,NA,NA,135,NA,NA,385
2020-06-10,"Caminata",1683,1.35,140,3,"",1627,5.4,3.00501544475555,8,11.8000001907349,-1.50209856033325,78,49.0288047790527,101,NA,NA,115
2020-06-11,"Bicicleta virtual",1800,0,143,6,"Giant TCR Composite 2",1800,0,0,0,0,0,NA,NA,124,NA,NA,225
2020-06-11,"Entrenamiento con pesas",2092,0,111,3,"",2092,0,0,0,0,0,NA,NA,82,NA,NA,81
2020-06-11,"Caminata",2641,2.42,126,4,"",2273,9,3.83820505142212,17,40,-0.214574560523033,77,48.1642913818359,96,NA,NA,161
2020-06-12,"Bicicleta virtual",1801,0,145,6,"",1801,0,0,0,0,0,NA,NA,126,NA,NA,237
2020-06-12,"Entrenamiento con pesas",2237,0,99,2,"",2237,0,0,0,0,0,NA,NA,73,NA,NA,56
2020-06-12,"Caminata",2545,2.33,109,4,"",2188,5.76000008583069,3.84054865837097,11,22.3999996185303,-0.539799511432648,55,48.4477691650391,94,NA,NA,138
2020-06-13,"Bicicleta",6174,53.6,175,67,"Giant TCR Composite 2",6174,44.639998626709,31.2545757293701,167,20,-0.0328348390758037,NA,NA,142,NA,148.117462158203,854
2020-06-14,"Bicicleta",13479,110.27,178,122,"Giant TCR Composite 2",12101,67.320002746582,32.8069747924805,695,40,-0.0050781215541064,NA,NA,140,NA,187.965789794922,1528
2020-06-15,"Entrenamiento con pesas",3031,0,105,3,"",3031,0,0,0,0,0,NA,NA,75,NA,NA,82
2020-06-15,"Caminata",3063,2.86,124,4,"",2972,5.4,3.46506063938141,12,40,-0.398517787456512,80,46.0415802001953,84,NA,NA,171
2020-06-16,"Bicicleta virtual",1800,0,140,6,"Giant TCR Composite 2",1800,0,0,0,0,0,NA,NA,121,NA,NA,214
2020-06-17,"Bicicleta virtual",1801,0,141,6,"Giant TCR Composite 2",1801,0,0,0,0,0,NA,NA,124,NA,NA,227
2020-06-17,"Entrenamiento con pesas",2633,0,107,3,"",2633,0,0,0,0,0,NA,NA,78,NA,NA,92
2020-06-17,"Bicicleta",2395,21.8,184,37,"Canyon Aeroad",2373,50.4,33.0725143432617,58,40,-0.11467731744051,NA,NA,150,NA,175.224945068359,426
2020-06-18,"Bicicleta virtual",1800,0,138,6,"Giant TCR Composite 2",1800,0,0,0,0,0,NA,NA,120,NA,NA,211
2020-06-18,"Entrenamiento con pesas",1521,0,106,2,"",1521,0,0,0,0,0,NA,NA,84,NA,NA,60
2020-06-18,"Caminata",1413,1.27,133,3,"",1368,5.76000008583069,3.35447359085083,6,10.6999998092651,-0.0784498304128646,80,47.2792015075684,105,NA,NA,97
2020-06-19,"Bicicleta virtual",1801,0,137,5,"Giant TCR Composite 2",1801,0,0,0,0,0,NA,NA,118,NA,NA,204
2020-06-19,"Caminata",2043,2.47,115,3,"",2009,7.55999965667725,4.42590322494507,13,39.7999992370605,0.251022309064865,78,50.9603691101074,85,NA,NA,136
2020-06-20,"Bicicleta",14233,121.79,179,132,"Canyon Aeroad",12803,74.160001373291,34.2452705383301,547,40,-0.0064044930040836,NA,NA,140,NA,197.786880493164,1712
2020-06-21,"Bicicleta",14991,127.09,177,108,"Canyon Aeroad",14189,73.439998626709,32.2452335357666,700,37.2999992370605,-0.0095994211733341,NA,NA,137,NA,180.764175415039,1637
2020-06-22,"Entrenamiento con pesas",2782,0,103,3,"",2782,0,0,0,0,0,NA,NA,72,NA,NA,63
2020-06-22,"Caminata",2409,2.45,129,5,"",2284,7.55999965667725,3.86117334365845,13,10.8999996185303,-0.538841485977173,97,49.090461730957,97,NA,NA,165
2020-06-23,"Bicicleta virtual",1801,0,136,6,"Giant TCR Composite 2",1801,0,0,0,0,0,NA,NA,120,NA,NA,209
2020-06-23,"Entrenamiento con pesas",2593,0,103,3,"",2593,0,0,0,0,0,NA,NA,76,NA,NA,72
2020-06-23,"Caminata",3117,2.33,128,3,"",2302,6.83999991416931,3.65364031791687,13,13.3000001907349,-0.162650346755981,78,47.8123588562012,87,NA,NA,156
2020-06-24,"Bicicleta virtual",1800,0,133,5,"Giant TCR Composite 2",1800,0,0,0,0,0,NA,NA,119,NA,NA,202
2020-06-24,"Entrenamiento con pesas",2427,0,97,3,"",2427,0,0,0,0,0,NA,NA,74,NA,NA,65
2020-06-24,"Caminata",3181,3.04,115,5,"",3083,6.12000017166138,3.55142390727997,19,15.6999998092651,0.105214700102806,79,46.9680213928223,87,NA,NA,179
2020-06-25,"Bicicleta virtual",1800,0,138,5,"Giant TCR Composite 2",1800,0,0,0,0,0,NA,NA,120,NA,NA,208
2020-06-25,"Entrenamiento con pesas",2254,0,104,3,"",2254,0,0,0,0,0,NA,NA,85,NA,NA,94
2020-06-25,"Caminata",3087,2.91,132,5,"",2992,6.12000017166138,3.50602934360504,15,32.7000007629395,-0.36377364397049,80,46.665454864502,86,NA,NA,183
2020-06-26,"Entrenamiento con pesas",2822,0,110,4,"",2822,0,0,0,0,0,NA,NA,84,NA,NA,114
2020-06-26,"Caminata",1874,1.8,136,3,"",1737,10.8,3.74756484031677,10,13.6000003814697,0,74,48.8128776550293,93,NA,NA,121
2020-06-27,"Bicicleta",15615,120.29,175,148,"Canyon Aeroad",13965,66.960001373291,31.0112216949463,1024,29.1000003814697,-0.0147966258227825,NA,NA,140,NA,176.985153198242,1844
2020-06-27,"Caminata",1317,1.44,103,2,"",1317,47.8800006866455,3.95207276344299,9,9,1.86747825145721,78,48.1413345336914,92,NA,NA,76
2020-06-28,"Bicicleta",14323,123.27,177,134,"Canyon Aeroad",12815,66.960001373291,34.6291912078857,762,40,-0.0064898030832409,NA,NA,141,NA,217.813491821289,1693
2020-06-29,"Entrenamiento con pesas",1935,0,102,2,"",1935,0,0,0,0,0,NA,NA,76,NA,NA,54
2020-06-30,"Bicicleta virtual",1801,0,142,6,"Giant TCR Composite 2",1801,0,0,0,0,0,NA,NA,123,NA,NA,222
2020-06-30,"Entrenamiento con pesas",2455,0,97,3,"",2455,0,0,0,0,0,NA,NA,77,NA,NA,67
2020-07-01,"Bicicleta virtual",1800,0,140,6,"Giant TCR Composite 2",1800,0,0,0,0,0,NA,NA,121,NA,NA,214
2020-07-01,"Entrenamiento con pesas",2766,0,104,3,"",2766,0,0,0,0,0,NA,NA,77,NA,NA,84
2020-07-01,"Caminata",2079,1.91,142,4,"",1985,12.6,3.47993960380554,11,38.5,0.281425893306732,78,46.3060569763184,100,NA,NA,136
2020-07-02,"Bicicleta virtual",1801,0,147,6,"Giant TCR Composite 2",1801,0,0,0,0,0,NA,NA,124,NA,NA,227
2020-07-02,"Entrenamiento con pesas",2583,0,103,3,"",2583,0,0,0,0,0,NA,NA,79,NA,NA,85
2020-07-02,"Caminata",2731,2.65,145,5,"",2540,8.64000034332276,3.75873999595642,11,40,0.0754147842526435,114,48.2051429748535,99,NA,NA,187
2020-07-03,"Entrenamiento con pesas",2141,0,122,4,"",2141,0,0,0,0,0,NA,NA,90,NA,NA,104
2020-07-03,"Caminata",2619,2.35,150,5,"",2290,7.92000017166138,3.69966831207275,11,40,-0.0764850825071334,78,48.5129547119141,100,NA,NA,179
2020-07-04,"Bicicleta",14096,117.95,179,168,"Canyon Aeroad",12899,68.760001373291,32.9203948974609,869,40,-0.0194988623261451,NA,NA,144,NA,197.113708496094,1780
2020-07-05,"Bicicleta",16705,134.08,190,148,"Canyon Aeroad",15828,67.679997253418,30.4959423065186,1174,40,-0.0208829771727323,NA,NA,138,NA,174.181091308594,1816
2020-07-06,"Entrenamiento con pesas",3126,0,97,3,"",3126,0,0,0,0,0,NA,NA,71,NA,NA,78
2020-07-06,"Caminata",1549,1.3,137,3,"",1487,5.03999991416931,3.14824476242065,4,24.3999996185303,0.230698242783546,80,45.7423210144043,107,NA,NA,119
2020-07-07,"Bicicleta virtual",1801,0,140,6,"Giant TCR Composite 2",1801,0,0,0,0,0,NA,NA,124,NA,NA,230
2020-07-07,"Entrenamiento con pesas",2614,0,108,3,"",2614,0,0,0,0,0,NA,NA,79,NA,NA,81
2020-07-08,"Bicicleta virtual",1801,0,146,8,"Giant TCR Composite 2",1801,0,0,0,0,0,NA,NA,127,NA,NA,242
2020-07-08,"Entrenamiento con pesas",2329,0,96,2,"",2329,0,0,0,0,0,NA,NA,70,NA,NA,53
2020-07-09,"Bicicleta virtual",1801,0,145,9,"Giant TCR Composite 2",1801,0,0,0,0,0,NA,NA,129,NA,NA,250
2020-07-09,"Entrenamiento con pesas",1931,0,106,3,"",1931,0,0,0,0,0,NA,NA,85,NA,NA,82
2020-07-10,"Entrenamiento con pesas",2301,0,107,3,"",2301,0,0,0,0,0,NA,NA,79,NA,NA,76
2020-07-11,"Bicicleta",14938,130.37,180,156,"Canyon Aeroad",13930,71.279997253418,33.6940624237061,808,40,0.0024544149637222,NA,NA,140,NA,201.151184082031,1827
2020-07-12,"Bicicleta",15271,119.09,171,104,"Canyon Aeroad",13981,70.2,30.6662544250488,986,40,-0.0260294657200574,NA,NA,135,NA,180.141983032227,1660
2020-07-13,"Entrenamiento con pesas",3003,0,112,4,"",3003,0,0,0,0,0,NA,NA,80,NA,NA,102
2020-07-13,"Caminata",2424,2.16,135,3,"",2088,6.12000017166138,3.72965497970581,11,21.3999996185303,-0.4715236723423,55,47.4967880249023,90,NA,NA,150
2020-07-14,"Bicicleta virtual",1801,0,141,6,"Giant TCR Composite 2",1801,0,0,0,0,0,NA,NA,124,NA,NA,232
2020-07-14,"Entrenamiento con pesas",2832,0,98,3,"",2832,0,0,0,0,0,NA,NA,72,NA,NA,67
2020-07-15,"Bicicleta virtual",1801,0,155,8,"Giant TCR Composite 2",1801,0,0,0,0,0,NA,NA,127,NA,NA,244
